sgRNA,Gene,HL60.initial,KBM7.initial,HL60.final,KBM7.final
DNTTIP1_p44421334,DNTTIP1,29,70,40,39
DNTTIP1_p44422562,DNTTIP1,697,325,1181,1161
DPP3_m66249671,DPP3,293,120,661,355
DPP3_m66249684,DPP3,1421,1243,3354,3923
DPP3_m66249694,DPP3,1258,893,2416,1947
DPP3_m66249699,DPP3,405,214,803,1770
DPP3_m66249721,DPP3,533,438,825,2010
DPP3_m66249738,DPP3,179,329,818,491
DPP3_m66249755,DPP3,484,946,1122,1199
DPP3_m66249766,DPP3,417,359,963,281
DPP3_p66249686,DPP3,523,536,1319,1739
DPP3_p66249712,DPP3,1534,1040,2702,2275
DPPA4_m109052718,DPPA4,592,724,1784,1580
DPPA4_m109056327,DPPA4,276,202,714,887
DPPA4_m109056333,DPPA4,218,126,319,368
DPPA4_p109050781,DPPA4,534,565,1503,829
DPPA4_p109050787,DPPA4,442,159,925,1564
DPPA4_p109050796,DPPA4,393,312,602,920
DPPA4_p109050816,DPPA4,75,295,916,1059
DPPA4_p109052766,DPPA4,506,437,1836,1599
DPPA4_p109052813,DPPA4,109,222,707,558
DPPA4_p109052821,DPPA4,488,291,1073,1682
DPRX_m54137820,DPRX,87,249,402,408
DPRX_m54137885,DPRX,951,844,2012,1369
DPRX_m54137926,DPRX,240,364,1052,951
DPRX_m54139999,DPRX,552,556,1900,2600
DPRX_p54135366,DPRX,393,291,323,491
DPRX_p54137917,DPRX,133,170,24,62
DPRX_p54139920,DPRX,0,0,125,150
DPRX_p54139925,DPRX,285,274,1106,1412
DPRX_p54140001,DPRX,259,573,1163,1970
DPRX_p54140010,DPRX,505,229,1740,1931
DRG1_m31799149,DRG1,508,1006,1508,2563
DRG1_m31799182,DRG1,117,354,1320,1152
DRG1_p31795689,DRG1,1044,479,1173,1784
DRG1_p31796626,DRG1,625,714,1489,1611
DRG1_p31796637,DRG1,1004,697,1679,1865
DRG1_p31796701,DRG1,335,848,250,169
DRG1_p31796707,DRG1,389,164,199,90
DRG1_p31799028,DRG1,905,709,1845,3279
DRG1_p31799168,DRG1,582,628,1316,2607
DRG1_p31806991,DRG1,362,322,1020,1554
DTL_m212209263,DTL,584,417,569,610
DTL_m212209276,DTL,383,344,825,722
DTL_m212216353,DTL,65,143,228,75
DTL_m212216364,DTL,953,418,582,415
DTL_m212216451,DTL,0,26,42,0
DTL_p212209225,DTL,251,229,926,721
DTL_p212216366,DTL,299,585,366,0
DTL_p212216390,DTL,197,162,908,451
DTL_p212216399,DTL,1014,645,1436,2651
DTL_p212216438,DTL,393,240,642,932
DTNBP1_m15615568,DTNBP1,355,155,447,550
DTNBP1_m15615582,DTNBP1,1148,901,1885,2768
DTNBP1_m15615621,DTNBP1,166,162,253,375
DTNBP1_m15627669,DTNBP1,356,299,1282,1543
DTNBP1_p15615507,DTNBP1,141,126,88,734
DTNBP1_p15615570,DTNBP1,230,253,329,746
DTNBP1_p15627568,DTNBP1,278,319,569,607
DTNBP1_p15627593,DTNBP1,226,511,1063,1088
DTNBP1_p15627603,DTNBP1,629,573,630,1155
DTNBP1_p15627627,DTNBP1,36,43,137,251
DTX1_m113496009,DTX1,966,616,1949,1914
DTX1_m113496014,DTX1,195,224,280,189
DTX1_m113496030,DTX1,515,437,1296,1776
DTX1_m113496054,DTX1,101,52,77,290
DTX1_p113495983,DTX1,1190,1297,2932,4218
DTX1_p113495988,DTX1,617,540,1411,2209
DTX1_p113495994,DTX1,1258,1075,2895,2008
DTX1_p113496020,DTX1,381,143,589,1115
DTX1_p113496041,DTX1,170,135,258,131
DTX1_p113496046,DTX1,1062,690,2779,3512
DTX2_m76109874,DTX2,778,544,1551,2712
DTX2_m76109935,DTX2,418,502,1166,1208
DTX2_m76111830,DTX2,976,902,1816,4093
DTX2_m76111917,DTX2,425,258,724,964
DTX2_m76112065,DTX2,1255,461,1999,1919
DTX2_p76109879,DTX2,1488,1429,3352,2946
DTX2_p76109884,DTX2,594,387,1343,1613
DTX2_p76109889,DTX2,678,1338,2836,2566
DTX2_p76111821,DTX2,600,413,1214,2547
DTX2_p76111930,DTX2,900,334,1545,1367
DUSP11_m74007092,DUSP11,158,249,385,377
DUSP11_m74007110,DUSP11,0,132,321,418
DUSP11_m74007119,DUSP11,939,556,2404,2657
DUSP11_m74007151,DUSP11,332,433,1055,1712
DUSP11_m74007156,DUSP11,1009,1124,2405,3465
DUSP11_m74007162,DUSP11,445,277,409,378
DUSP11_m74007207,DUSP11,299,395,756,1381
DUSP11_m74007216,DUSP11,1212,604,1524,2729
DUSP11_m74007223,DUSP11,767,829,1615,1904
DUSP11_p74007167,DUSP11,654,232,726,623
DUSP12_m161719592,DUSP12,500,267,854,644
DUSP12_m161719606,DUSP12,47,169,295,400
DUSP12_m161719611,DUSP12,178,220,1162,645
DUSP12_m161719639,DUSP12,767,273,614,836
DUSP12_m161719664,DUSP12,168,111,666,280
DUSP12_p161719578,DUSP12,532,580,1532,432
DUSP12_p161719584,DUSP12,348,425,864,886
DUSP12_p161719597,DUSP12,575,259,568,856
DUSP12_p161719642,DUSP12,1124,899,1381,1929
DUSP12_p161719653,DUSP12,240,402,387,617
DUSP22_m304636,DUSP22,626,512,1403,1308
DUSP22_m304641,DUSP22,744,641,1653,1824
DUSP22_m311885,DUSP22,327,227,683,923
DUSP22_m311937,DUSP22,648,473,1196,1167
DUSP22_p304615,DUSP22,306,194,653,554
DUSP22_p304627,DUSP22,820,888,1486,2013
DUSP22_p311871,DUSP22,449,705,1146,290
DUSP22_p311892,DUSP22,475,274,856,538
DUSP22_p311927,DUSP22,1040,540,1580,1483
DUSP22_p311940,DUSP22,332,596,1089,1331
DUSP7_m52090102,DUSP7,749,726,1852,2342
DUSP7_m52090114,DUSP7,300,410,966,576
DUSP7_m52090192,DUSP7,528,477,1264,1430
DUSP7_m52090198,DUSP7,918,551,2132,2363
DUSP7_m52090332,DUSP7,146,273,1087,768
DUSP7_p52090125,DUSP7,864,383,1038,1639
DUSP7_p52090148,DUSP7,383,232,1340,541
DUSP7_p52090202,DUSP7,181,252,388,1100
DUSP7_p52090208,DUSP7,617,346,1518,1173
DUSP7_p52090335,DUSP7,302,285,1763,1098
DUT_m48624528,DUT,371,245,577,1078
DUT_m48624536,DUT,412,440,588,1497
DUT_m48626618,DUT,369,470,338,68
DUT_m48626682,DUT,123,261,226,97
DUT_m48628247,DUT,1740,1247,464,102
DUT_p48624515,DUT,332,474,552,165
DUT_p48624581,DUT,157,81,132,140
DUT_p48626665,DUT,539,263,1439,1024
DUT_p48626674,DUT,511,401,1242,449
DUT_p48628237,DUT,674,721,1557,1090
DYRK1B_m40321393,DYRK1B,252,365,1703,1038
DYRK1B_m40321408,DYRK1B,448,377,557,1104
DYRK1B_m40322475,DYRK1B,80,130,615,392
DYRK1B_m40322494,DYRK1B,239,231,536,604
DYRK1B_p40321362,DYRK1B,635,601,1679,3128
DYRK1B_p40322437,DYRK1B,27,119,705,329
DYRK1B_p40322459,DYRK1B,1393,1299,1298,455
DYRK1B_p40322467,DYRK1B,549,604,1536,656
DYRK1B_p40322480,DYRK1B,27,1,65,103
DYRK1B_p40322486,DYRK1B,524,643,2976,3287
DYRK2_m68050920,DYRK2,691,510,2436,1755
DYRK2_m68050935,DYRK2,561,207,960,1050
DYRK2_m68051047,DYRK2,569,297,843,1081
DYRK2_m68051056,DYRK2,192,277,907,1000
DYRK2_p68050906,DYRK2,787,328,2133,2973
DYRK2_p68050950,DYRK2,623,682,2346,2627
DYRK2_p68050967,DYRK2,733,547,1167,2603
DYRK2_p68050993,DYRK2,1359,752,2324,3428
DYRK2_p68051007,DYRK2,1270,1328,4852,4796
DYRK2_p68051039,DYRK2,554,589,2192,2060
E2F4_m67226165,E2F4,408,438,984,693
E2F4_m67226195,E2F4,614,189,1102,728
E2F4_m67226209,E2F4,526,757,1037,1139
E2F4_m67226239,E2F4,947,886,2585,2367
E2F4_m67226258,E2F4,571,460,1249,1258
E2F4_m67226662,E2F4,685,633,1966,1531
E2F4_p67226129,E2F4,653,318,1490,2086
E2F4_p67226213,E2F4,541,599,999,808
E2F4_p67226219,E2F4,529,410,866,780
E2F4_p67226673,E2F4,387,734,1237,932
EBF1_m158526362,EBF1,659,547,1938,418
EBF1_m158526384,EBF1,875,584,2128,2180
EBF1_m158526391,EBF1,620,471,1577,1397
EBF1_m158526399,EBF1,617,588,1281,1155
EBF1_m158526405,EBF1,710,652,1547,2190
EBF1_m158526410,EBF1,907,1015,2128,2254
EBF1_m158526427,EBF1,476,380,915,1543
EBF1_m158526440,EBF1,830,1083,2224,1238
EBF1_m158526454,EBF1,537,726,1313,2198
EBF1_m158526459,EBF1,780,414,1068,1780
EBF4_m2674320,EBF4,345,175,1046,948
EBF4_m2674335,EBF4,292,124,162,117
EBF4_m2674357,EBF4,614,516,971,2083
EBF4_m2674382,EBF4,1220,724,2969,2832
EBF4_p2674339,EBF4,379,305,805,682
EBF4_p2674361,EBF4,633,748,2181,1420
EBF4_p2674368,EBF4,139,656,2102,809
EBF4_p2674374,EBF4,312,208,368,1078
EBF4_p2674398,EBF4,713,440,1326,1444
EBF4_p2674406,EBF4,585,329,1263,1169
EDNRB_m78492605,EDNRB,447,570,1466,1585
EDNRB_m78492635,EDNRB,1133,1076,2086,3166
EDNRB_m78492642,EDNRB,191,208,562,567
EDNRB_m78492652,EDNRB,208,212,813,711
EDNRB_m78492665,EDNRB,372,195,1149,1864
EDNRB_m78492674,EDNRB,755,272,1984,2032
EDNRB_m78492685,EDNRB,606,373,988,1191
EDNRB_p78492592,EDNRB,123,64,275,673
EDNRB_p78492654,EDNRB,816,576,1585,2084
EDNRB_p78492676,EDNRB,1080,558,2297,2118
EED_m85956278,EED,322,416,1091,1261
EED_m85956301,EED,249,266,220,392
EED_m85956319,EED,0,21,7,52
EED_m85956364,EED,811,584,849,658
EED_m85956369,EED,748,267,628,1106
EED_m85961381,EED,730,634,3018,1955
EED_m85961391,EED,284,499,915,1060
EED_p85956260,EED,353,266,1249,1313
EED_p85956282,EED,1010,552,1556,1545
EED_p85961340,EED,621,1029,2209,1162
EFNB1_m68049695,EFNB1,141,119,468,685
EFNB1_p68049610,EFNB1,232,270,1102,1241
EFNB1_p68049620,EFNB1,1179,920,2732,4061
EFNB1_p68049625,EFNB1,789,725,2111,1985
EFNB1_p68049632,EFNB1,583,523,2173,1650
EFNB1_p68049639,EFNB1,1176,568,2098,2864
EFNB1_p68049645,EFNB1,481,355,1017,645
EFNB1_p68049653,EFNB1,380,413,1061,2688
EFNB1_p68049665,EFNB1,1003,934,3513,3893
EFNB1_p68049681,EFNB1,706,908,2053,2746
EGFR_m55087005,EGFR,312,223,390,1233
EGFR_m55209977,EGFR,355,257,1590,1361
EGFR_m55209985,EGFR,436,261,1115,1376
EGFR_p55086961,EGFR,420,297,1039,879
EGFR_p55086966,EGFR,1112,842,2622,1957
EGFR_p55086971,EGFR,367,350,880,980
EGFR_p55086993,EGFR,0,34,150,30
EGFR_p55087016,EGFR,286,202,540,1038
EGFR_p55087023,EGFR,417,548,1851,1431
EGFR_p55209991,EGFR,909,594,2006,3767
EID2B_m40023302,EID2B,451,224,924,1494
EID2B_m40023307,EID2B,243,47,218,510
EID2B_m40023345,EID2B,377,324,871,2622
EID2B_m40023377,EID2B,537,344,1211,883
EID2B_m40023420,EID2B,178,296,942,702
EID2B_m40023427,EID2B,105,194,513,1019
EID2B_p40023349,EID2B,594,570,2133,801
EID2B_p40023362,EID2B,192,34,331,212
EID2B_p40023379,EID2B,163,303,1062,181
EID2B_p40023410,EID2B,851,806,971,1291
EIF2AK4_m40226431,EIF2AK4,406,182,914,755
EIF2AK4_m40226441,EIF2AK4,249,239,332,216
EIF2AK4_m40226455,EIF2AK4,950,825,1920,1485
EIF2AK4_m40226485,EIF2AK4,1022,862,3070,3734
EIF2AK4_m40226493,EIF2AK4,438,401,1589,1280
EIF2AK4_p40226381,EIF2AK4,957,601,2747,1520
EIF2AK4_p40226443,EIF2AK4,638,305,1297,746
EIF2AK4_p40226458,EIF2AK4,1608,1285,5246,2024
EIF2AK4_p40226464,EIF2AK4,719,777,1962,1113
EIF2AK4_p40226477,EIF2AK4,803,397,1634,2368
EIF4A3_m78120660,EIF4A3,218,416,300,335
EIF4A3_m78120666,EIF4A3,898,597,1073,478
EIF4A3_m78120684,EIF4A3,668,497,850,240
EIF4A3_m78120702,EIF4A3,145,153,35,0
EIF4A3_m78120715,EIF4A3,521,596,636,480
EIF4A3_m78120726,EIF4A3,661,264,393,293
EIF4A3_m78120731,EIF4A3,886,659,971,509
EIF4A3_m78120741,EIF4A3,2547,2100,3123,4238
EIF4A3_m78120750,EIF4A3,524,547,551,747
EIF4A3_p78120649,EIF4A3,63,472,366,72
EIF4E_m99802277,EIF4E,745,396,404,62
EIF4E_m99802282,EIF4E,146,267,782,726
EIF4E_m99806198,EIF4E,120,195,31,297
EIF4E_m99850071,EIF4E,562,265,861,1159
EIF4E_m99850094,EIF4E,670,339,851,965
EIF4E_m99850103,EIF4E,184,336,468,695
EIF4E_m99850247,EIF4E,637,677,687,687
EIF4E_p99812409,EIF4E,669,485,627,667
EIF4E_p99823015,EIF4E,878,329,1264,318
EIF4E_p99850062,EIF4E,273,187,1161,969
EIF4G3_m21307623,EIF4G3,689,637,1658,2187
EIF4G3_m21307652,EIF4G3,454,361,680,506
EIF4G3_p21307631,EIF4G3,553,448,2130,1759
EIF4G3_p21307639,EIF4G3,225,185,346,346
EIF4G3_p21307656,EIF4G3,624,516,2408,2076
EIF4G3_p21307670,EIF4G3,231,188,640,590
EIF4G3_p21307685,EIF4G3,430,367,1395,1295
EIF4G3_p21307692,EIF4G3,242,195,598,521
EIF4G3_p21329192,EIF4G3,120,86,422,667
EIF4G3_p21329200,EIF4G3,310,283,1024,1036
ELAC1_m48500851,ELAC1,478,171,840,325
ELAC1_m48500920,ELAC1,1296,796,3085,3748
ELAC1_m48510477,ELAC1,344,372,1118,577
ELAC1_p48500761,ELAC1,802,818,1139,1771
ELAC1_p48500776,ELAC1,246,441,3248,1956
ELAC1_p48500808,ELAC1,161,167,554,319
ELAC1_p48500832,ELAC1,636,416,1726,1688
ELAC1_p48500840,ELAC1,837,819,2270,2492
ELAC1_p48500864,ELAC1,470,497,1905,791
ELAC1_p48510479,ELAC1,676,360,1864,1850
ELF4_m129208653,ELF4,571,1053,2109,1181
ELF4_m129208693,ELF4,628,306,889,1140
ELF4_m129215231,ELF4,460,309,769,1647
ELF4_m129215249,ELF4,494,396,1300,1230
ELF4_m129215254,ELF4,324,225,1343,1130
ELF4_p129208658,ELF4,730,770,1265,2883
ELF4_p129208683,ELF4,692,471,1330,1048
ELF4_p129208695,ELF4,477,676,1662,2897
ELF4_p129215262,ELF4,319,310,310,355
ELF4_p129215270,ELF4,133,87,426,413
ELK1_m47500716,ELK1,681,351,497,301
ELK1_m47500722,ELK1,290,479,1822,1320
ELK1_m47500731,ELK1,707,672,1781,2632
ELK1_m47500748,ELK1,1395,1229,2735,2508
ELK1_m47500755,ELK1,142,579,1224,1938
ELK1_m47500765,ELK1,690,537,1839,2045
ELK1_m47500781,ELK1,1228,587,1669,1940
ELK1_m47500787,ELK1,35,40,171,278
ELK1_m47500819,ELK1,612,741,1393,2162
ELK1_p47500811,ELK1,1317,968,3573,4224
ELK3_m96617426,ELK3,559,390,1024,1672
ELK3_m96617531,ELK3,531,390,1173,827
ELK3_p96617345,ELK3,939,798,1194,1924
ELK3_p96617370,ELK3,388,313,476,914
ELK3_p96617399,ELK3,344,549,1399,958
ELK3_p96617413,ELK3,718,499,2071,2335
ELK3_p96617445,ELK3,131,223,635,797
ELK3_p96617456,ELK3,253,176,588,203
ELK3_p96640710,ELK3,563,337,1655,1530
ELK3_p96640717,ELK3,539,545,1581,1414
ELK4_m205592877,ELK4,480,614,3021,2413
ELK4_m205592920,ELK4,116,86,337,306
ELK4_m205592935,ELK4,855,634,1411,2570
ELK4_m205592989,ELK4,746,1015,1804,2711
ELK4_p205592808,ELK4,72,148,508,693
ELK4_p205592834,ELK4,434,405,2151,1478
ELK4_p205592908,ELK4,334,381,1154,977
ELK4_p205592946,ELK4,878,636,1711,1584
ELK4_p205592958,ELK4,61,77,375,467
ELK4_p205592970,ELK4,770,532,1635,2084
EMX2_m119302786,EMX2,538,252,500,1080
EMX2_m119302796,EMX2,389,348,1156,1479
EMX2_m119302812,EMX2,744,731,2513,3322
EMX2_m119302842,EMX2,774,600,2567,2342
EMX2_m119302847,EMX2,873,596,1966,2404
EMX2_m119302868,EMX2,278,218,1249,1323
EMX2_m119302873,EMX2,55,56,111,91
EMX2_m119302878,EMX2,1122,873,2307,2311
EMX2_p119302768,EMX2,225,168,561,457
EMX2_p119302801,EMX2,1148,336,2307,2105
EN2_m155251090,EN2,212,194,248,506
EN2_m155251199,EN2,342,289,550,791
EN2_m155251206,EN2,178,155,282,512
EN2_p155251092,EN2,65,120,330,315
EN2_p155251099,EN2,158,116,1167,542
EN2_p155251106,EN2,74,274,382,1562
EN2_p155251113,EN2,458,849,1440,3193
EN2_p155251170,EN2,522,235,458,1715
EN2_p155251177,EN2,647,619,1613,1028
EN2_p155251184,EN2,138,205,1032,939
ENC1_m73931942,ENC1,208,82,429,258
ENC1_m73931985,ENC1,566,588,1345,1060
ENC1_m73932054,ENC1,622,385,1700,1458
ENC1_m73932063,ENC1,322,279,870,1553
ENC1_m73932080,ENC1,680,415,914,1042
ENC1_p73931964,ENC1,287,195,1308,677
ENC1_p73932005,ENC1,436,510,666,1446
ENC1_p73932013,ENC1,285,192,341,622
ENC1_p73932042,ENC1,1372,995,2337,2940
ENC1_p73932070,ENC1,410,395,1153,1026
EPB49_m21925041,EPB49,883,587,1700,2251
EPB49_m21925088,EPB49,1025,1112,1857,3812
EPB49_m21925105,EPB49,413,560,1081,2321
EPB49_p21924372,EPB49,500,521,858,1587
EPB49_p21924382,EPB49,76,21,130,121
EPB49_p21925024,EPB49,685,589,862,1721
EPB49_p21925033,EPB49,1169,771,2546,3433
EPB49_p21925048,EPB49,699,578,1656,2311
EPB49_p21925054,EPB49,824,324,1201,1382
EPB49_p21925095,EPB49,892,780,1833,1740
EPHB2_m23037527,EPHB2,135,73,260,820
EPHB2_m23107931,EPHB2,225,232,598,971
EPHB2_m23110937,EPHB2,935,661,2830,2692
EPHB2_p23037464,EPHB2,602,752,2900,1559
EPHB2_p23037471,EPHB2,360,304,1479,1589
EPHB2_p23107934,EPHB2,553,545,1696,1988
EPHB2_p23107954,EPHB2,189,246,842,1669
EPHB2_p23110916,EPHB2,910,876,2655,2501
EPHB2_p23110951,EPHB2,863,797,2906,3384
EPHB2_p23110957,EPHB2,303,180,449,1020
EPHX2_m27361160,EPHX2,519,638,1380,861
EPHX2_m27361246,EPHX2,348,606,1916,2450
EPHX2_m27362491,EPHX2,921,662,1620,2309
EPHX2_m27362496,EPHX2,1136,798,2251,2060
EPHX2_m27362502,EPHX2,677,520,2554,1846
EPHX2_m27362533,EPHX2,926,582,1461,2610
EPHX2_p27361258,EPHX2,618,620,1607,2332
EPHX2_p27362481,EPHX2,226,291,1456,1521
EPHX2_p27362507,EPHX2,242,421,841,681
EPHX2_p27362512,EPHX2,690,633,2139,1889
EPN1_m56189994,EPN1,468,314,830,1484
EPN1_m56190003,EPN1,700,372,2015,806
EPN1_m56190009,EPN1,517,270,910,501
EPN1_m56190019,EPN1,351,183,521,1210
EPN1_m56190037,EPN1,301,158,773,535
EPN1_m56190097,EPN1,778,386,2460,1749
EPN1_m56190102,EPN1,2,27,385,187
EPN1_p56190028,EPN1,604,458,1239,945
EPN1_p56190040,EPN1,582,381,1608,1537
EPN1_p56190049,EPN1,565,447,768,1016
EPS15L1_m16552709,EPS15L1,125,203,549,521
EPS15L1_m16552722,EPS15L1,80,9,83,1301
EPS15L1_m16552771,EPS15L1,467,380,1167,1356
EPS15L1_m16552785,EPS15L1,730,425,1168,1148
EPS15L1_m16552990,EPS15L1,80,80,782,498
EPS15L1_m16553022,EPS15L1,383,488,1199,1535
EPS15L1_p16552763,EPS15L1,202,455,496,508
EPS15L1_p16553003,EPS15L1,686,785,1554,2437
EPS15L1_p16582708,EPS15L1,87,103,590,168
EPS15L1_p16582713,EPS15L1,467,366,1134,320
ERBB2IP_m65288688,ERBB2IP,444,408,1850,1657
ERBB2IP_m65290616,ERBB2IP,258,283,1129,838
ERBB2IP_m65290640,ERBB2IP,737,812,2985,1639
ERBB2IP_m65290647,ERBB2IP,590,275,822,627
ERBB2IP_m65290657,ERBB2IP,352,90,544,909
ERBB2IP_m65307936,ERBB2IP,640,333,1182,2050
ERBB2IP_p65288557,ERBB2IP,158,255,1240,643
ERBB2IP_p65288579,ERBB2IP,585,577,1342,1180
ERBB2IP_p65288713,ERBB2IP,583,340,660,793
ERBB2IP_p65290670,ERBB2IP,1597,906,2655,1337
ERN2_m23724536,ERN2,1004,605,2721,1123
ERN2_m23724542,ERN2,1008,537,1890,2539
ERN2_m23724551,ERN2,536,545,1350,1106
ERN2_m23724572,ERN2,810,482,2183,1410
ERN2_m23724577,ERN2,113,316,342,1048
ERN2_m23724617,ERN2,825,555,1291,1513
ERN2_m23724641,ERN2,1041,584,1695,2904
ERN2_m23724646,ERN2,281,302,967,800
ERN2_p23724515,ERN2,304,434,1333,1219
ERN2_p23724522,ERN2,488,369,1135,1898
ESF1_m13763382,ESF1,305,355,1931,1792
ESF1_m13763541,ESF1,200,279,518,634
ESF1_m13763590,ESF1,1450,580,1976,955
ESF1_m13763629,ESF1,289,388,148,305
ESF1_m13763734,ESF1,359,322,366,390
ESF1_m13763744,ESF1,883,816,2558,1831
ESF1_m13763753,ESF1,640,331,658,454
ESF1_p13763339,ESF1,246,257,684,966
ESF1_p13763414,ESF1,499,381,1558,2231
ESF1_p13763528,ESF1,116,239,792,287
ESR1_m152129048,ESR1,673,360,1090,759
ESR1_m152129064,ESR1,292,321,2227,1006
ESR1_m152129069,ESR1,692,538,2115,1641
ESR1_m152129123,ESR1,1045,690,3098,2503
ESR1_m152129162,ESR1,639,471,1275,1362
ESR1_m152129178,ESR1,574,400,750,2472
ESR1_m152129212,ESR1,417,309,1344,1547
ESR1_p152129056,ESR1,299,291,475,794
ESR1_p152129083,ESR1,786,624,1198,1752
ESR1_p152129094,ESR1,1574,978,2167,2371
ETHE1_m44031273,ETHE1,1105,977,1929,3602
ETHE1_m44031278,ETHE1,1223,648,2311,2713
ETHE1_m44031299,ETHE1,378,363,855,552
ETHE1_m44031310,ETHE1,1165,950,1846,2259
ETHE1_m44031322,ETHE1,334,90,186,356
ETHE1_p44030779,ETHE1,1193,976,2462,1826
ETHE1_p44030792,ETHE1,756,662,983,937
ETHE1_p44031235,ETHE1,406,299,941,1872
ETHE1_p44031242,ETHE1,150,105,993,961
ETHE1_p44031280,ETHE1,116,83,368,978
EWSR1_m29669799,EWSR1,445,506,758,646
EWSR1_m29669808,EWSR1,947,943,964,771
EWSR1_m29669846,EWSR1,481,393,875,325
EWSR1_m29674192,EWSR1,594,412,259,315
EWSR1_m29674200,EWSR1,643,382,1166,1160
EWSR1_m29682970,EWSR1,365,450,1279,778
EWSR1_m29683057,EWSR1,692,344,1142,1272
EWSR1_m29683076,EWSR1,225,161,804,258
EWSR1_p29668378,EWSR1,492,264,283,224
EWSR1_p29674183,EWSR1,625,393,1303,875
EXOSC9_m122722580,EXOSC9,479,306,340,529
EXOSC9_m122722594,EXOSC9,696,489,1585,1661
EXOSC9_m122722614,EXOSC9,587,492,936,125
EXOSC9_m122722620,EXOSC9,355,412,782,119
EXOSC9_m122722631,EXOSC9,0,82,45,0
EXOSC9_m122723003,EXOSC9,284,316,693,970
EXOSC9_p122722623,EXOSC9,231,324,1170,933
EXOSC9_p122722969,EXOSC9,1000,651,2140,2758
EXOSC9_p122722991,EXOSC9,970,374,984,1897
EXOSC9_p122723011,EXOSC9,517,470,731,2018
FAM105B_m14664956,FAM105B,712,352,1818,2108
FAM105B_m14664961,FAM105B,318,504,986,1329
FAM105B_m14664973,FAM105B,55,31,273,625
FAM105B_m14665057,FAM105B,205,181,659,409
FAM105B_m14665063,FAM105B,920,638,1219,2659
FAM105B_m14665077,FAM105B,538,307,1230,1435
FAM105B_m14673768,FAM105B,518,530,1068,1336
FAM105B_p14664920,FAM105B,564,418,1815,1982
FAM105B_p14664975,FAM105B,737,935,1984,2110
FAM105B_p14673735,FAM105B,210,312,738,672
FAM110A_m825448,FAM110A,851,944,2094,1921
FAM110A_m825489,FAM110A,866,536,971,2733
FAM110A_m825494,FAM110A,1484,1190,2623,3508
FAM110A_m825503,FAM110A,147,360,732,771
FAM110A_m825514,FAM110A,975,633,2042,1885
FAM110A_m825584,FAM110A,191,297,1452,992
FAM110A_p825538,FAM110A,799,521,2000,2355
FAM110A_p825554,FAM110A,52,42,140,189
FAM110A_p825563,FAM110A,905,305,1664,1907
FAM110A_p825575,FAM110A,908,899,1488,1092
FAM118A_m45719090,FAM118A,657,603,1220,2215
FAM118A_m45719103,FAM118A,498,166,317,850
FAM118A_m45719141,FAM118A,918,535,2525,1795
FAM118A_m45719148,FAM118A,891,840,3621,4171
FAM118A_m45719153,FAM118A,1086,535,1984,2100
FAM118A_m45719183,FAM118A,710,705,1577,2521
FAM118A_p45719095,FAM118A,210,338,489,1268
FAM118A_p45719112,FAM118A,1648,925,2193,2011
FAM118A_p45719157,FAM118A,891,809,2796,2890
FAM118A_p45719169,FAM118A,714,308,1518,1400
FAM127B_m134185348,FAM127B,583,493,1703,1984
FAM127B_m134186099,FAM127B,428,344,1817,2046
FAM127B_m134186113,FAM127B,667,397,1257,1170
FAM127B_m134186128,FAM127B,792,293,1710,1047
FAM127B_m134186133,FAM127B,782,274,1225,1784
FAM127B_p134185353,FAM127B,1014,999,2247,2401
FAM127B_p134185359,FAM127B,694,780,1610,2876
FAM127B_p134185374,FAM127B,598,460,962,1554
FAM127B_p134185825,FAM127B,91,140,539,285
FAM127B_p134185872,FAM127B,290,312,1315,1452
FAM134A_m220043139,FAM134A,680,315,771,824
FAM134A_m220043145,FAM134A,53,338,918,386
FAM134A_m220043163,FAM134A,562,502,1875,824
FAM134A_m220043180,FAM134A,628,258,829,1511
FAM134A_m220043213,FAM134A,380,302,1632,1929
FAM134A_p220043071,FAM134A,980,316,793,1334
FAM134A_p220043154,FAM134A,620,445,1039,1743
FAM134A_p220043166,FAM134A,642,932,2676,3902
FAM134A_p220043172,FAM134A,558,554,1714,2829
FAM134A_p220043222,FAM134A,864,502,1958,2454
FAM13C_m61083819,FAM13C,1763,914,2113,3283
FAM13C_m61083853,FAM13C,332,499,908,1356
FAM13C_m61112031,FAM13C,659,432,1418,1866
FAM13C_m61112042,FAM13C,484,523,856,517
FAM13C_m61112050,FAM13C,226,206,738,369
FAM13C_m61112086,FAM13C,919,533,1112,949
FAM13C_p61083824,FAM13C,596,428,1299,1503
FAM13C_p61112022,FAM13C,78,0,85,72
FAM13C_p61112056,FAM13C,870,504,1424,2305
FAM13C_p61112065,FAM13C,652,831,2809,2362
FAM171B_m187558927,FAM171B,606,615,1775,1997
FAM171B_m187558934,FAM171B,1544,1188,4075,4490
FAM171B_m187558947,FAM171B,673,207,1241,700
FAM171B_m187558981,FAM171B,139,194,211,645
FAM171B_m187558988,FAM171B,794,428,745,1429
FAM171B_m187559007,FAM171B,958,653,1117,496
FAM171B_m187559012,FAM171B,675,565,803,719
FAM171B_p187558886,FAM171B,376,286,1087,591
FAM171B_p187558895,FAM171B,488,340,1184,1230
FAM171B_p187558949,FAM171B,943,163,537,1281
FAM172A_m93159875,FAM172A,275,371,1295,858
FAM172A_m93159918,FAM172A,141,80,638,803
FAM172A_m93159936,FAM172A,490,371,1039,1648
