Gene	sgRNA	eff
C12orf29	C12orf29_p88437402	1
C12orf5	C12orf5_m4446224	1
C12orf5	C12orf5_m4446303	1
C12orf5	C12orf5_p4430444	1
C12orf5	C12orf5_p4440445	1
C12orf5	C12orf5_p4446215	1
C12orf5	C12orf5_p4446239	1
C12orf5	C12orf5_p4446294	1
C12orf5	C12orf5_p4459033	1
C12orf5	C12orf5_p4459039	1
C12orf5	C12orf5_p4460417	1
C14orf105	C14orf105_m57960264	1
C14orf105	C14orf105_m57960282	1
C14orf105	C14orf105_m57960318	1
C14orf105	C14orf105_m57960342	1
C14orf105	C14orf105_m57960350	1
C14orf105	C14orf105_m57960402	1
C14orf105	C14orf105_p57960324	1
C14orf105	C14orf105_p57960334	1
C14orf105	C14orf105_p57960384	1
C14orf105	C14orf105_p57960405	1
C14orf159	C14orf159_m91626655	1
C14orf159	C14orf159_m91626666	1
C14orf159	C14orf159_m91626674	1
C14orf159	C14orf159_m91626681	1
C14orf159	C14orf159_m91626710	1
C14orf159	C14orf159_m91626729	1
C14orf159	C14orf159_m91633567	1
C14orf159	C14orf159_p91626639	1
C14orf159	C14orf159_p91626712	1
C14orf159	C14orf159_p91626719	1
C14orf1	C14orf1_m76121287	1
C14orf1	C14orf1_m76121302	1
C14orf1	C14orf1_m76123714	1
C14orf1	C14orf1_m76123786	1
C14orf1	C14orf1_m76123805	1
C14orf1	C14orf1_m76123811	1
C14orf1	C14orf1_p76121275	1
C14orf1	C14orf1_p76121289	1
C14orf1	C14orf1_p76123699	1
C14orf1	C14orf1_p76123817	1
C15orf27	C15orf27_m76426604	1
C15orf27	C15orf27_m76426619	1
C15orf27	C15orf27_m76426635	1
C15orf27	C15orf27_m76430051	1
C15orf27	C15orf27_m76430091	1
C15orf27	C15orf27_m76430112	1
C15orf27	C15orf27_m76430126	1
C15orf27	C15orf27_m76430163	1
C15orf27	C15orf27_p76430039	1
C15orf27	C15orf27_p76430130	1
C15orf40	C15orf40_m83680250	1
C15orf40	C15orf40_m83680268	1
C15orf40	C15orf40_m83680307	1
C15orf40	C15orf40_m83680325	1
C15orf40	C15orf40_m83680335	1
C15orf40	C15orf40_m83680341	1
C15orf40	C15orf40_p83679084	1
C15orf40	C15orf40_p83680252	1
C15orf40	C15orf40_p83680260	1
C15orf40	C15orf40_p83680278	1
C15orf43	C15orf43_m45249121	1
C15orf43	C15orf43_m45249129	1
C15orf43	C15orf43_m45249156	1
C15orf43	C15orf43_m45249163	1
C15orf43	C15orf43_m45250585	1
C15orf43	C15orf43_p45248904	1
C15orf43	C15orf43_p45248913	1
C15orf43	C15orf43_p45248947	1
C15orf43	C15orf43_p45248956	1
C15orf43	C15orf43_p45249080	1
C16orf11	C16orf11_m613295	1
C16orf11	C16orf11_m613357	1
C16orf11	C16orf11_m613366	1
C16orf11	C16orf11_m613396	1
C16orf11	C16orf11_m613423	1
C16orf11	C16orf11_m613430	1
C16orf11	C16orf11_p613280	1
C16orf11	C16orf11_p613287	1
C16orf11	C16orf11_p613302	1
C16orf11	C16orf11_p613309	1
C16orf74	C16orf74_m85741655	1
C16orf74	C16orf74_m85741666	1
C16orf74	C16orf74_m85743780	1
C16orf74	C16orf74_m85743787	1
C16orf74	C16orf74_m85743871	1
C16orf74	C16orf74_m85768797	1
C16orf74	C16orf74_p85743823	1
C16orf74	C16orf74_p85743838	1
C16orf74	C16orf74_p85743843	1
C16orf74	C16orf74_p85768784	1
C16orf78	C16orf78_m49407873	1
C16orf78	C16orf78_m49407889	1
C16orf78	C16orf78_m49407947	1
C16orf78	C16orf78_p49407846	1
C16orf78	C16orf78_p49407855	1
C16orf78	C16orf78_p49407875	1
C16orf78	C16orf78_p49407905	1
C16orf78	C16orf78_p49407933	1
C16orf78	C16orf78_p49407938	1
C16orf78	C16orf78_p49407950	1
C16orf87	C16orf87_m46843674	1
C16orf87	C16orf87_m46858299	1
C16orf87	C16orf87_m46858365	1
C16orf87	C16orf87_m46865030	1
C16orf87	C16orf87_p46843659	1
C16orf87	C16orf87_p46858284	1
C16orf87	C16orf87_p46858347	1
C16orf87	C16orf87_p46858368	1
C16orf87	C16orf87_p46864989	1
C16orf87	C16orf87_p46865022	1
C17orf53	C17orf53_m42225260	1
C17orf53	C17orf53_m42225279	1
C17orf53	C17orf53_p42222578	1
C17orf53	C17orf53_p42222584	1
C17orf53	C17orf53_p42222599	1
C17orf53	C17orf53_p42225221	1
C17orf53	C17orf53_p42225238	1
C17orf53	C17orf53_p42225246	1
C17orf53	C17orf53_p42225267	1
C17orf53	C17orf53_p42225292	1
C17orf58	C17orf58_m65988127	1
C17orf58	C17orf58_m65989033	1
C17orf58	C17orf58_m65989204	1
C17orf58	C17orf58_p65988132	1
C17orf58	C17orf58_p65988147	1
C17orf58	C17orf58_p65988165	1
C17orf58	C17orf58_p65989066	1
C17orf58	C17orf58_p65989073	1
C17orf58	C17orf58_p65989184	1
C17orf58	C17orf58_p65989217	1
C17orf59	C17orf59_m8093345	1
C17orf59	C17orf59_m8093372	1
C17orf59	C17orf59_m8093377	1
C17orf59	C17orf59_m8093384	1
C17orf59	C17orf59_m8093397	1
C17orf59	C17orf59_m8093406	1
C17orf59	C17orf59_m8093445	1
C17orf59	C17orf59_p8093351	1
C17orf59	C17orf59_p8093408	1
C17orf59	C17orf59_p8093413	1
C17orf62	C17orf62_m80407061	1
C17orf62	C17orf62_m80407067	1
C17orf62	C17orf62_m80407117	1
C17orf62	C17orf62_p80407045	1
C17orf62	C17orf62_p80407053	1
C17orf62	C17orf62_p80407069	1
C17orf62	C17orf62_p80407075	1
C17orf62	C17orf62_p80407082	1
C17orf62	C17orf62_p80407087	1
C17orf62	C17orf62_p80407102	1
C17orf64	C17orf64_m58503163	1
C17orf64	C17orf64_m58503177	1
C17orf64	C17orf64_m58503183	1
C17orf64	C17orf64_m58503188	1
C17orf64	C17orf64_p58499947	1
C17orf64	C17orf64_p58499953	1
C17orf64	C17orf64_p58503142	1
C17orf64	C17orf64_p58503196	1
C17orf64	C17orf64_p58503202	1
C17orf64	C17orf64_p58503208	1
C17orf67	C17orf67_m54872516	1
C17orf67	C17orf67_m54892254	1
C17orf67	C17orf67_m54893115	1
C17orf67	C17orf67_p54872495	1
C17orf67	C17orf67_p54872504	1
C17orf67	C17orf67_p54892215	1
C17orf67	C17orf67_p54892223	1
C17orf67	C17orf67_p54892267	1
C17orf67	C17orf67_p54892277	1
C17orf67	C17orf67_p54893136	1
C17orf74	C17orf74_m7329018	1
C17orf74	C17orf74_m7329035	1
C17orf74	C17orf74_m7329068	1
C17orf74	C17orf74_m7329077	1
C17orf74	C17orf74_m7329093	1
C17orf74	C17orf74_m7329105	1
C17orf74	C17orf74_m7329310	1
C17orf74	C17orf74_p7329079	1
C17orf74	C17orf74_p7329114	1
C17orf74	C17orf74_p7329123	1
C17orf80	C17orf80_m71231636	1
C17orf80	C17orf80_m71231657	1
C17orf80	C17orf80_m71231691	1
C17orf80	C17orf80_m71231754	1
C17orf80	C17orf80_m71231759	1
C17orf80	C17orf80_m71231795	1
C17orf80	C17orf80_p71231623	1
C17orf80	C17orf80_p71231693	1
C17orf80	C17orf80_p71231842	1
C17orf80	C17orf80_p71231848	1
C18orf25	C18orf25_m43795931	1
C18orf25	C18orf25_m43796141	1
C18orf25	C18orf25_p43795836	1
C18orf25	C18orf25_p43795845	1
C18orf25	C18orf25_p43795911	1
C18orf25	C18orf25_p43795921	1
C18orf25	C18orf25_p43795965	1
C18orf25	C18orf25_p43796015	1
C18orf25	C18orf25_p43796133	1
C18orf25	C18orf25_p43796190	1
C18orf54	C18orf54_m51887000	1
C18orf54	C18orf54_m51887018	1
C18orf54	C18orf54_m51887036	1
C18orf54	C18orf54_m51887130	1
C18orf54	C18orf54_p51886983	1
C18orf54	C18orf54_p51887002	1
C18orf54	C18orf54_p51887026	1
C18orf54	C18orf54_p51887079	1
C18orf54	C18orf54_p51887119	1
C18orf54	C18orf54_p51887203	1
C19orf25	C19orf25_m1475221	1
C19orf25	C19orf25_m1478784	1
C19orf25	C19orf25_m1478820	1
C19orf25	C19orf25_m1478829	1
C19orf25	C19orf25_m1478892	1
C19orf25	C19orf25_p1475193	1
C19orf25	C19orf25_p1475223	1
C19orf25	C19orf25_p1475229	1
C19orf25	C19orf25_p1478789	1
C19orf25	C19orf25_p1478872	1
C19orf47	C19orf47_m40842236	1
C19orf47	C19orf47_m40842268	1
C19orf47	C19orf47_m40842287	1
C19orf47	C19orf47_m40847747	1
C19orf47	C19orf47_p40842241	1
C19orf47	C19orf47_p40842247	1
C19orf47	C19orf47_p40842258	1
C19orf47	C19orf47_p40842275	1
C19orf47	C19orf47_p40842291	1
C19orf47	C19orf47_p40847734	1
C19orf67	C19orf67_m14196294	1
C19orf67	C19orf67_m14196416	1
C19orf67	C19orf67_p14196299	1
C19orf67	C19orf67_p14196341	1
C19orf67	C19orf67_p14196349	1
C19orf67	C19orf67_p14196356	1
C19orf67	C19orf67_p14196362	1
C19orf67	C19orf67_p14196374	1
C19orf67	C19orf67_p14196381	1
C19orf67	C19orf67_p14196418	1
C19orf80	C19orf80_m11350319	1
C19orf80	C19orf80_m11350382	1
C19orf80	C19orf80_m11350393	1
C19orf80	C19orf80_m11350422	1
C19orf80	C19orf80_p11350321	1
C19orf80	C19orf80_p11350327	1
C19orf80	C19orf80_p11350333	1
C19orf80	C19orf80_p11350341	1
C19orf80	C19orf80_p11350354	1
C19orf80	C19orf80_p11350412	1
C1orf101	C1orf101_m244681924	1
C1orf101	C1orf101_m244681941	1
C1orf101	C1orf101_m244715628	1
C1orf101	C1orf101_m244715741	1
C1orf101	C1orf101_m244715756	1
C1orf101	C1orf101_m244715765	1
C1orf101	C1orf101_p244681907	1
C1orf101	C1orf101_p244715657	1
C1orf101	C1orf101_p244715744	1
C1orf101	C1orf101_p244715771	1
C1orf115	C1orf115_m220863760	1
C1orf115	C1orf115_m220863767	1
C1orf115	C1orf115_m220863805	1
C1orf115	C1orf115_m220863847	1
C1orf115	C1orf115_p220863731	1
C1orf115	C1orf115_p220863739	1
C1orf115	C1orf115_p220863752	1
C1orf115	C1orf115_p220863777	1
C1orf115	C1orf115_p220863830	1
C1orf115	C1orf115_p220863839	1
C1orf173	C1orf173_m75112352	1
C1orf173	C1orf173_m75112418	1
C1orf173	C1orf173_m75112465	1
C1orf173	C1orf173_m75114907	1
C1orf173	C1orf173_m75114912	1
C1orf173	C1orf173_m75114956	1
C1orf173	C1orf173_m75114961	1
C1orf173	C1orf173_m75114973	1
C1orf173	C1orf173_p75112376	1
C1orf173	C1orf173_p75139165	1
C1orf174	C1orf174_m3809448	1
C1orf174	C1orf174_m3809499	1
C1orf174	C1orf174_m3809511	1
C1orf174	C1orf174_m3809545	1
C1orf174	C1orf174_m3809555	1
C1orf174	C1orf174_m3816737	1
C1orf174	C1orf174_p3809440	1
C1orf174	C1orf174_p3809466	1
C1orf174	C1orf174_p3809473	1
C1orf174	C1orf174_p3809482	1
C1orf216	C1orf216_m36181781	1
C1orf216	C1orf216_m36181787	1
C1orf216	C1orf216_m36181804	1
C1orf216	C1orf216_m36181816	1
C1orf216	C1orf216_m36181893	1
C1orf216	C1orf216_m36181904	1
C1orf216	C1orf216_p36181819	1
C1orf216	C1orf216_p36181826	1
C1orf216	C1orf216_p36181842	1
C1orf216	C1orf216_p36181848	1
C1orf27	C1orf27_m186348930	1
C1orf27	C1orf27_m186348955	1
C1orf27	C1orf27_m186352187	1
C1orf27	C1orf27_m186352198	1
C1orf27	C1orf27_m186352224	1
C1orf27	C1orf27_m186352234	1
C1orf27	C1orf27_p186348959	1
C1orf27	C1orf27_p186348964	1
C1orf27	C1orf27_p186352244	1
C1orf27	C1orf27_p186352266	1
C1orf51	C1orf51_m150255677	1
C1orf51	C1orf51_m150255689	1
C1orf51	C1orf51_m150255711	1
C1orf51	C1orf51_m150255745	1
C1orf51	C1orf51_m150255770	1
C1orf51	C1orf51_m150255801	1
C1orf51	C1orf51_p150255772	1
C1orf51	C1orf51_p150255803	1
C1orf51	C1orf51_p150255810	1
C1orf51	C1orf51_p150255832	1
C20orf194	C20orf194_m3362090	1
C20orf194	C20orf194_m3362109	1
C20orf194	C20orf194_m3362123	1
C20orf194	C20orf194_m3363075	1
C20orf194	C20orf194_m3363092	1
C20orf194	C20orf194_m3363136	1
C20orf194	C20orf194_p3363064	1
C20orf194	C20orf194_p3363094	1
C20orf194	C20orf194_p3363100	1
C20orf194	C20orf194_p3388119	1
C20orf201	C20orf201_m62715477	1
C20orf201	C20orf201_m62715495	1
C20orf201	C20orf201_m62715502	1
C20orf201	C20orf201_m62715507	1
C20orf201	C20orf201_m62715521	1
C20orf201	C20orf201_m62715540	1
C20orf201	C20orf201_m62715552	1
C20orf201	C20orf201_p62715486	1
C20orf201	C20orf201_p62715513	1
C20orf201	C20orf201_p62715543	1
C20orf85	C20orf85_m56726019	1
C20orf85	C20orf85_m56726035	1
C20orf85	C20orf85_m56726045	1
C20orf85	C20orf85_m56726067	1
C20orf85	C20orf85_p56726025	1
C20orf85	C20orf85_p56726049	1
C20orf85	C20orf85_p56726055	1
C20orf85	C20orf85_p56728593	1
C20orf85	C20orf85_p56728602	1
C20orf85	C20orf85_p56728610	1
C22orf15	C22orf15_m24106300	1
C22orf15	C22orf15_m24106324	1
C22orf15	C22orf15_m24106331	1
C22orf15	C22orf15_m24106355	1
C22orf15	C22orf15_p24105483	1
C22orf15	C22orf15_p24105493	1
C22orf15	C22orf15_p24106262	1
C22orf15	C22orf15_p24106268	1
C22orf15	C22orf15_p24106285	1
C22orf15	C22orf15_p24106312	1
C22orf31	C22orf31_m29456710	1
C22orf31	C22orf31_m29456731	1
C22orf31	C22orf31_m29456740	1
C22orf31	C22orf31_m29456752	1
C22orf31	C22orf31_m29456759	1
C22orf31	C22orf31_p29456699	1
C22orf31	C22orf31_p29456761	1
C22orf31	C22orf31_p29456775	1
C22orf31	C22orf31_p29456783	1
C22orf31	C22orf31_p29456805	1
C2CD4B	C2CD4B_m62457065	1
C2CD4B	C2CD4B_m62457072	1
C2CD4B	C2CD4B_m62457148	1
C2CD4B	C2CD4B_p62457037	1
C2CD4B	C2CD4B_p62457096	1
C2CD4B	C2CD4B_p62457102	1
C2CD4B	C2CD4B_p62457112	1
C2CD4B	C2CD4B_p62457117	1
C2CD4B	C2CD4B_p62457129	1
C2CD4B	C2CD4B_p62457152	1
C2orf57	C2orf57_m232457684	1
C2orf57	C2orf57_m232457735	1
C2orf57	C2orf57_m232457792	1
C2orf57	C2orf57_m232457846	1
C2orf57	C2orf57_p232457704	1
C2orf57	C2orf57_p232457745	1
C2orf57	C2orf57_p232457777	1
C2orf57	C2orf57_p232457808	1
C2orf57	C2orf57_p232457836	1
C2orf57	C2orf57_p232457872	1
C3orf20	C3orf20_m14724593	1
C3orf20	C3orf20_m14724608	1
C3orf20	C3orf20_m14724620	1
C3orf20	C3orf20_m14724644	1
C3orf20	C3orf20_m14724651	1
C3orf20	C3orf20_m14725762	1
C3orf20	C3orf20_p14724636	1
C3orf20	C3orf20_p14724660	1
C3orf20	C3orf20_p14724666	1
C3orf20	C3orf20_p14724681	1
C3orf37	C3orf37_m128998594	1
C3orf37	C3orf37_m128998605	1
C3orf37	C3orf37_m128998664	1
C3orf37	C3orf37_m128998695	1
C3orf37	C3orf37_m128998713	1
C3orf37	C3orf37_m128998720	1
C3orf37	C3orf37_p128998560	1
C3orf37	C3orf37_p128998616	1
C3orf37	C3orf37_p128998621	1
C3orf37	C3orf37_p128998648	1
C3orf70	C3orf70_m184870465	1
C3orf70	C3orf70_m184870494	1
C3orf70	C3orf70_m184870536	1
C3orf70	C3orf70_m184870541	1
C3orf70	C3orf70_m184870547	1
C3orf70	C3orf70_m184870553	1
C3orf70	C3orf70_m184870592	1
C3orf70	C3orf70_m184870601	1
C3orf70	C3orf70_p184870480	1
C3orf70	C3orf70_p184870499	1
C4orf32	C4orf32_m113107871	1
C4orf32	C4orf32_m113107884	1
C4orf32	C4orf32_m113107940	1
C4orf32	C4orf32_p113066727	1
C4orf32	C4orf32_p113066820	1
C4orf32	C4orf32_p113066867	1
C4orf32	C4orf32_p113107854	1
C4orf32	C4orf32_p113107862	1
C4orf32	C4orf32_p113108010	1
C4orf32	C4orf32_p113108025	1
C5orf47	C5orf47_m173416418	1
C5orf47	C5orf47_p173416253	1
C5orf47	C5orf47_p173416261	1
C5orf47	C5orf47_p173416308	1
C5orf47	C5orf47_p173416326	1
C5orf47	C5orf47_p173416340	1
C5orf47	C5orf47_p173416350	1
C5orf47	C5orf47_p173416359	1
C5orf47	C5orf47_p173416366	1
C5orf47	C5orf47_p173416408	1
C5orf51	C5orf51_m41904470	1
C5orf51	C5orf51_m41904479	1
C5orf51	C5orf51_m41904533	1
C5orf51	C5orf51_m41904560	1
C5orf51	C5orf51_m41907886	1
C5orf51	C5orf51_m41909904	1
C5orf51	C5orf51_p41904483	1
C5orf51	C5orf51_p41904493	1
C5orf51	C5orf51_p41904538	1
C5orf51	C5orf51_p41904547	1
C6orf47	C6orf47_m31627608	1
C6orf47	C6orf47_m31627618	1
C6orf47	C6orf47_m31627684	1
C6orf47	C6orf47_m31627704	1
C6orf47	C6orf47_p31627623	1
C6orf47	C6orf47_p31627629	1
C6orf47	C6orf47_p31627638	1
C6orf47	C6orf47_p31627647	1
C6orf47	C6orf47_p31627654	1
C6orf47	C6orf47_p31627696	1
C6orf57	C6orf57_m71276651	1
C6orf57	C6orf57_m71276664	1
C6orf57	C6orf57_m71276689	1
C6orf57	C6orf57_m71289125	1
C6orf57	C6orf57_m71289194	1
C6orf57	C6orf57_p71276656	1
C6orf57	C6orf57_p71276669	1
C6orf57	C6orf57_p71276674	1
C6orf57	C6orf57_p71276681	1
C6orf57	C6orf57_p71289196	1
C6orf89	C6orf89_m36867236	1
C6orf89	C6orf89_m36867293	1
C6orf89	C6orf89_m36867378	1
C6orf89	C6orf89_m36867388	1
C6orf89	C6orf89_m36867393	1
C6orf89	C6orf89_m36870009	1
C6orf89	C6orf89_p36867258	1
C6orf89	C6orf89_p36867283	1
C6orf89	C6orf89_p36867297	1
C6orf89	C6orf89_p36869989	1
C6orf99	C6orf99_m159316338	1
C6orf99	C6orf99_m159316344	1
C6orf99	C6orf99_m159316350	1
C6orf99	C6orf99_m159316357	1
C6orf99	C6orf99_m159316374	1
C6orf99	C6orf99_p159316257	1
C6orf99	C6orf99_p159316269	1
C6orf99	C6orf99_p159316363	1
C6orf99	C6orf99_p159331011	1
C6orf99	C6orf99_p159331018	1
C8orf22	C8orf22_m49985390	1
C8orf22	C8orf22_m49985399	1
C8orf22	C8orf22_m49985404	1
C8orf22	C8orf22_m49985418	1
C8orf22	C8orf22_m49985426	1
C8orf22	C8orf22_m49986623	1
C8orf22	C8orf22_m49986688	1
C8orf22	C8orf22_m49986800	1
C8orf22	C8orf22_p49986673	1
C8orf22	C8orf22_p49986784	1
C8orf34	C8orf34_m69243260	1
C8orf34	C8orf34_m69243266	1
C8orf34	C8orf34_m69243297	1
C8orf34	C8orf34_m69243369	1
C8orf34	C8orf34_m69243391	1
C8orf34	C8orf34_m69243445	1
C8orf34	C8orf34_p69243277	1
C8orf34	C8orf34_p69243284	1
C8orf34	C8orf34_p69243371	1
C8orf34	C8orf34_p69243377	1
C9orf3	C9orf3_m97522085	1
C9orf3	C9orf3_m97522090	1
C9orf3	C9orf3_m97522100	1
C9orf3	C9orf3_m97522114	1
C9orf3	C9orf3_m97522120	1
C9orf3	C9orf3_p97522058	1
C9orf3	C9orf3_p97522127	1
C9orf3	C9orf3_p97522133	1
C9orf3	C9orf3_p97522139	1
C9orf3	C9orf3_p97522164	1
CABIN1	CABIN1_m24432552	1
CABIN1	CABIN1_m24432561	1
CABIN1	CABIN1_m24432567	1
CABIN1	CABIN1_m24434821	1
CABIN1	CABIN1_m24434829	1
CABIN1	CABIN1_m24434851	1
CABIN1	CABIN1_m24434868	1
CABIN1	CABIN1_p24432607	1
CABIN1	CABIN1_p24434782	1
CABIN1	CABIN1_p24434836	1
CABLES2	CABLES2_m60981994	1
CABLES2	CABLES2_m60982155	1
CABLES2	CABLES2_m60982325	1
CABLES2	CABLES2_p60981968	1
CABLES2	CABLES2_p60981974	1
CABLES2	CABLES2_p60981981	1
CABLES2	CABLES2_p60982083	1
CABLES2	CABLES2_p60982121	1
CABLES2	CABLES2_p60982126	1
CABLES2	CABLES2_p60982157	1
CAMK2D	CAMK2D_m114473243	1
CAMK2D	CAMK2D_m114530320	1
CAMK2D	CAMK2D_m114530334	1
CAMK2D	CAMK2D_m114682193	1
CAMK2D	CAMK2D_m114682200	1
CAMK2D	CAMK2D_p114473233	1
CAMK2D	CAMK2D_p114582855	1
CAMK2D	CAMK2D_p114680510	1
CAMK2D	CAMK2D_p114682179	1
CAMK2D	CAMK2D_p114682185	1
CAMTA2	CAMTA2_m4889176	1
CAMTA2	CAMTA2_m4889189	1
CAMTA2	CAMTA2_p4886258	1
CAMTA2	CAMTA2_p4886293	1
CAMTA2	CAMTA2_p4886301	1
CAMTA2	CAMTA2_p4889181	1
CAMTA2	CAMTA2_p4889193	1
CAMTA2	CAMTA2_p4889202	1
CAMTA2	CAMTA2_p4889225	1
CAMTA2	CAMTA2_p4889248	1
CAPG	CAPG_m85628987	1
CAPG	CAPG_m85629003	1
CAPG	CAPG_m85629012	1
CAPG	CAPG_m85629034	1
CAPG	CAPG_m85629065	1
CAPG	CAPG_p85628990	1
CAPG	CAPG_p85629021	1
CAPG	CAPG_p85629026	1
CAPG	CAPG_p85629044	1
CAPG	CAPG_p85629050	1
CAPN7	CAPN7_m15248012	1
CAPN7	CAPN7_m15248045	1
CAPN7	CAPN7_m15248067	1
CAPN7	CAPN7_p15247998	1
CAPN7	CAPN7_p15248003	1
CAPN7	CAPN7_p15248028	1
CAPN7	CAPN7_p15248050	1
CAPN7	CAPN7_p15253621	1
CAPN7	CAPN7_p15253697	1
CAPN7	CAPN7_p15259049	1
CASK	CASK_m41646457	1
CASK	CASK_m41712383	1
CASK	CASK_m41712437	1
CASK	CASK_m41782188	1
CASK	CASK_m41782195	1
CASK	CASK_m41782216	1
CASK	CASK_p41646472	1
CASK	CASK_p41712363	1
CASK	CASK_p41712452	1
CASK	CASK_p41782220	1
CASP3	CASP3_m185553423	1
CASP3	CASP3_m185553505	1
CASP3	CASP3_m185553534	1
CASP3	CASP3_m185553539	1
CASP3	CASP3_m185556528	1
CASP3	CASP3_m185556539	1
CASP3	CASP3_m185556546	1
CASP3	CASP3_m185556560	1
CASP3	CASP3_p185553487	1
CASP3	CASP3_p185556479	1
CASZ1	CASZ1_m10725564	1
CASZ1	CASZ1_m10725597	1
CASZ1	CASZ1_m10725610	1
CASZ1	CASZ1_m10753932	1
CASZ1	CASZ1_m10753938	1
CASZ1	CASZ1_p10725524	1
CASZ1	CASZ1_p10725538	1
CASZ1	CASZ1_p10725554	1
CASZ1	CASZ1_p10725566	1
CASZ1	CASZ1_p10725583	1
CBS	CBS_m44488649	1
CBS	CBS_m44492132	1
CBS	CBS_m44492137	1
CBS	CBS_m44492144	1
CBS	CBS_m44492229	1
CBS	CBS_p44488651	1
CBS	CBS_p44492149	1
CBS	CBS_p44492158	1
CBS	CBS_p44492184	1
CBS	CBS_p44492233	1
CBY1	CBY1_m39064065	1
CBY1	CBY1_m39064101	1
CBY1	CBY1_m39064126	1
CBY1	CBY1_p39064050	1
CBY1	CBY1_p39064084	1
CBY1	CBY1_p39064091	1
CBY1	CBY1_p39066883	1
CBY1	CBY1_p39066890	1
CBY1	CBY1_p39066902	1
CBY1	CBY1_p39066909	1
CCDC104	CCDC104_m55747021	1
CCDC104	CCDC104_m55750882	1
CCDC104	CCDC104_p55746939	1
CCDC104	CCDC104_p55746947	1
CCDC104	CCDC104_p55746954	1
CCDC104	CCDC104_p55746966	1
CCDC104	CCDC104_p55746989	1
CCDC104	CCDC104_p55747030	1
CCDC104	CCDC104_p55749265	1
CCDC104	CCDC104_p55750871	1
CCDC122	CCDC122_m44434085	1
CCDC122	CCDC122_m44443468	1
CCDC122	CCDC122_m44443483	1
CCDC122	CCDC122_m44443494	1
CCDC122	CCDC122_p44433803	1
CCDC122	CCDC122_p44433814	1
CCDC122	CCDC122_p44434064	1
CCDC122	CCDC122_p44434095	1
CCDC122	CCDC122_p44442912	1
CCDC122	CCDC122_p44443453	1
CCDC132	CCDC132_m92881995	1
CCDC132	CCDC132_m92882003	1
CCDC132	CCDC132_m92883181	1
CCDC132	CCDC132_m92885862	1
CCDC132	CCDC132_m92886724	1
CCDC132	CCDC132_p92882063	1
CCDC132	CCDC132_p92883186	1
CCDC132	CCDC132_p92886714	1
CCDC132	CCDC132_p92886747	1
CCDC132	CCDC132_p92886754	1
CCDC157	CCDC157_m30762000	1
CCDC157	CCDC157_m30762012	1
CCDC157	CCDC157_m30762017	1
CCDC157	CCDC157_m30762030	1
CCDC157	CCDC157_m30762042	1
CCDC157	CCDC157_m30762047	1
CCDC157	CCDC157_m30762062	1
CCDC157	CCDC157_p30761982	1
CCDC157	CCDC157_p30761991	1
CCDC157	CCDC157_p30762033	1
CCDC173	CCDC173_m170537674	1
CCDC173	CCDC173_m170550772	1
CCDC173	CCDC173_m170550782	1
CCDC173	CCDC173_m170550788	1
CCDC173	CCDC173_m170550793	1
CCDC173	CCDC173_m170550801	1
CCDC173	CCDC173_m170550815	1
CCDC173	CCDC173_p170537656	1
CCDC173	CCDC173_p170537682	1
CCDC173	CCDC173_p170550807	1
CCDC181	CCDC181_m169391241	1
CCDC181	CCDC181_m169391286	1
CCDC181	CCDC181_m169391408	1
CCDC181	CCDC181_m169391479	1
CCDC181	CCDC181_m169394050	1
CCDC181	CCDC181_p169391334	1
CCDC181	CCDC181_p169391387	1
CCDC181	CCDC181_p169391461	1
CCDC181	CCDC181_p169394039	1
CCDC181	CCDC181_p169394077	1
CCDC22	CCDC22_m49092097	1
CCDC22	CCDC22_m49092113	1
CCDC22	CCDC22_m49092125	1
CCDC22	CCDC22_m49092137	1
CCDC22	CCDC22_m49093562	1
CCDC22	CCDC22_m49093578	1
CCDC22	CCDC22_m49093587	1
CCDC22	CCDC22_m49093593	1
CCDC22	CCDC22_p49092083	1
CCDC22	CCDC22_p49092116	1
CCDC28B	CCDC28B_m32667566	1
CCDC28B	CCDC28B_m32667572	1
CCDC28B	CCDC28B_m32667598	1
CCDC28B	CCDC28B_m32667619	1
CCDC28B	CCDC28B_m32667626	1
CCDC28B	CCDC28B_m32667634	1
CCDC28B	CCDC28B_m32667645	1
CCDC28B	CCDC28B_m32667651	1
CCDC28B	CCDC28B_m32667677	1
CCDC28B	CCDC28B_p32667556	1
CCDC30	CCDC30_m43002255	1
CCDC30	CCDC30_m43004878	1
CCDC30	CCDC30_m43004947	1
CCDC30	CCDC30_m43011146	1
CCDC30	CCDC30_m43011174	1
CCDC30	CCDC30_p43002171	1
CCDC30	CCDC30_p43002209	1
CCDC30	CCDC30_p43002229	1
CCDC30	CCDC30_p43004882	1
CCDC30	CCDC30_p43004959	1
CCDC34	CCDC34_m27384618	1
CCDC34	CCDC34_m27384663	1
CCDC34	CCDC34_m27384669	1
CCDC34	CCDC34_m27384730	1
CCDC34	CCDC34_p27384624	1
CCDC34	CCDC34_p27384633	1
CCDC34	CCDC34_p27384648	1
CCDC34	CCDC34_p27384672	1
CCDC34	CCDC34_p27384678	1
CCDC34	CCDC34_p27384684	1
CCDC54	CCDC54_m107096501	1
CCDC54	CCDC54_m107096553	1
CCDC54	CCDC54_m107096572	1
CCDC54	CCDC54_m107096635	1
CCDC54	CCDC54_m107096757	1
CCDC54	CCDC54_p107096462	1
CCDC54	CCDC54_p107096481	1
CCDC54	CCDC54_p107096525	1
