depmap_id,log_copy_number,entrez_id,gene_name,cell_line_name,primary_disease,lineage,lineage_subtype,hover.string
ACH-002282,1.1627293667461158,1017,CDK2,NB17,Neuroblastoma,peripheral_nervous_system,neuroblastoma,</br><b>Cell Line:</b> NB17</br><b>log2(Copy Number):</b> 1.163</br><b>Lineage:</b> peripheral_nervous_system</br><b>Disease:</b> Neuroblastoma
ACH-000769,1.3221954109625669,1017,CDK2,LK-2,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> LK-2</br><b>log2(Copy Number):</b> 1.322</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000624,0.9319378249566652,1017,CDK2,HCC1806,Breast Cancer,breast,breast_ductal_carcinoma,</br><b>Cell Line:</b> HCC1806</br><b>log2(Copy Number):</b> 0.932</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-001709,1.01034784625402,1017,CDK2,WSU-NHL,Lymphoma,lymphocyte,lymphoma_unspecified,</br><b>Cell Line:</b> WSU-NHL</br><b>log2(Copy Number):</b> 1.010</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000840,0.9511819691742605,1017,CDK2,HCC-366,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> HCC-366</br><b>log2(Copy Number):</b> 0.951</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-001386,1.03356714001269,1017,CDK2,SCLC-22H,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> SCLC-22H</br><b>log2(Copy Number):</b> 1.034</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-002143,0.896273707614359,1017,CDK2,IST-MEL1,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> IST-MEL1</br><b>log2(Copy Number):</b> 0.896</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-001345,0.9901995160253464,1017,CDK2,GP5d,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> GP5d</br><b>log2(Copy Number):</b> 0.990</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000065,0.9854065641009848,1017,CDK2,OCI-AML5,Leukemia,blood,AML,</br><b>Cell Line:</b> OCI-AML5</br><b>log2(Copy Number):</b> 0.985</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-002366,1.0144344954842828,1017,CDK2,NCIBL2009,Unknown,unknown,NA,</br><b>Cell Line:</b> NCIBL2009</br><b>log2(Copy Number):</b> 1.014</br><b>Lineage:</b> unknown</br><b>Disease:</b> Unknown
ACH-000196,1.0335042269224763,1017,CDK2,HCC1599,Breast Cancer,breast,breast_ductal_carcinoma,</br><b>Cell Line:</b> HCC1599</br><b>log2(Copy Number):</b> 1.034</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000739,0.9550958372484084,1017,CDK2,Hep G2,Liver Cancer,liver,hepatocellular_carcinoma,</br><b>Cell Line:</b> Hep G2</br><b>log2(Copy Number):</b> 0.955</br><b>Lineage:</b> liver</br><b>Disease:</b> Liver Cancer
ACH-001622,1.094992043949944,1017,CDK2,Onda 7,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> Onda 7</br><b>log2(Copy Number):</b> 1.095</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-002206,0.9255173418177092,1017,CDK2,WM278,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> WM278</br><b>log2(Copy Number):</b> 0.926</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-002256,1.0068828404749115,1017,CDK2,KARPAS-45,Leukemia,blood,ALL,</br><b>Cell Line:</b> KARPAS-45</br><b>log2(Copy Number):</b> 1.007</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000992,1.1002477856922472,1017,CDK2,BICR 18,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> BICR 18</br><b>log2(Copy Number):</b> 1.100</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-002069,0.973199158276173,1017,CDK2,HS-Os-1,Bone Cancer,bone,osteosarcoma,</br><b>Cell Line:</b> HS-Os-1</br><b>log2(Copy Number):</b> 0.973</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000614,1.092480394933645,1017,CDK2,RVH-421,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> RVH-421</br><b>log2(Copy Number):</b> 1.092</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-002202,1.1016730154275396,1017,CDK2,TMK-1,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> TMK-1</br><b>log2(Copy Number):</b> 1.102</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000570,0.961978608665542,1017,CDK2,YKG1,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> YKG1</br><b>log2(Copy Number):</b> 0.962</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-001373,1.015348788893748,1017,CDK2,OV17R,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> OV17R</br><b>log2(Copy Number):</b> 1.015</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000449,1.0005906208468285,1017,CDK2,MES-SA,Sarcoma,soft_tissue,uterine_sarcoma,</br><b>Cell Line:</b> MES-SA</br><b>log2(Copy Number):</b> 1.001</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Sarcoma
ACH-000469,1.016534173362263,1017,CDK2,YH-13,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> YH-13</br><b>log2(Copy Number):</b> 1.017</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000275,0.9988359699746184,1017,CDK2,NA,Fibroblast,fibroblast,fibroblast_skin,</br><b>Cell Line:</b> NA</br><b>log2(Copy Number):</b> 0.999</br><b>Lineage:</b> fibroblast</br><b>Disease:</b> Fibroblast
ACH-000269,1.119026493678537,1017,CDK2,AM-38,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> AM-38</br><b>log2(Copy Number):</b> 1.119</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-001692,0.8693864529517488,1017,CDK2,UPCI-SCC-040,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> UPCI-SCC-040</br><b>log2(Copy Number):</b> 0.869</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000073,1.0443823526988956,1017,CDK2,GRANTA-519,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> GRANTA-519</br><b>log2(Copy Number):</b> 1.044</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-001454,1.0998391265674865,1017,CDK2,C10,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> C10</br><b>log2(Copy Number):</b> 1.100</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000003,0.9706056875072946,1017,CDK2,CACO2,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> CACO2</br><b>log2(Copy Number):</b> 0.971</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000352,1.027726413758424,1017,CDK2,HCC1428,Breast Cancer,breast,breast_carcinoma,</br><b>Cell Line:</b> HCC1428</br><b>log2(Copy Number):</b> 1.028</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-002387,0.9830196200624776,1017,CDK2,M1203273,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> M1203273</br><b>log2(Copy Number):</b> 0.983</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-002364,1.002829769789754,1017,CDK2,NCIBL1437,Unknown,unknown,NA,</br><b>Cell Line:</b> NCIBL1437</br><b>log2(Copy Number):</b> 1.003</br><b>Lineage:</b> unknown</br><b>Disease:</b> Unknown
ACH-001605,0.8352388649035274,1017,CDK2,no.10,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> no.10</br><b>log2(Copy Number):</b> 0.835</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000679,0.8598842504711474,1017,CDK2,OE-19,Esophageal Cancer,esophagus,esophagus_squamous,</br><b>Cell Line:</b> OE-19</br><b>log2(Copy Number):</b> 0.860</br><b>Lineage:</b> esophagus</br><b>Disease:</b> Esophageal Cancer
ACH-000980,0.9548857139303712,1017,CDK2,NCI-H1155,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1155</br><b>log2(Copy Number):</b> 0.955</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-002017,1.065366362166598,1017,CDK2,Omm1,Eye Cancer,eye,uveal_melanoma,</br><b>Cell Line:</b> Omm1</br><b>log2(Copy Number):</b> 1.065</br><b>Lineage:</b> eye</br><b>Disease:</b> Eye Cancer
ACH-002269,1.00415647029379,1017,CDK2,LNZTA3WT4,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> LNZTA3WT4</br><b>log2(Copy Number):</b> 1.004</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000036,0.7851553831660816,1017,CDK2,U343,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> U343</br><b>log2(Copy Number):</b> 0.785</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000242,0.9927015549468038,1017,CDK2,RT4,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> RT4</br><b>log2(Copy Number):</b> 0.993</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
ACH-001145,1.0045927873248506,1017,CDK2,OC 316,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> OC 316</br><b>log2(Copy Number):</b> 1.005</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000815,1.254280238297914,1017,CDK2,KM-H2,Lymphoma,lymphocyte,hodgkin_lymphoma,</br><b>Cell Line:</b> KM-H2</br><b>log2(Copy Number):</b> 1.254</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-002024,1.0938388427787815,1017,CDK2,ECC4,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> ECC4</br><b>log2(Copy Number):</b> 1.094</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-001060,0.837756535538263,1017,CDK2,NA,Lymphoma,lymphocyte,lymphoma_unspecified,</br><b>Cell Line:</b> NA</br><b>log2(Copy Number):</b> 0.838</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000961,1.3238426404883097,1017,CDK2,Ishikawa (Heraklio) 02 ER-,Endometrial/Uterine Cancer,uterus,endometrial_adenocarcinoma,</br><b>Cell Line:</b> Ishikawa (Heraklio) 02 ER-</br><b>log2(Copy Number):</b> 1.324</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000059,0.9664401482709356,1017,CDK2,SUP-B15,Leukemia,blood,ALL,</br><b>Cell Line:</b> SUP-B15</br><b>log2(Copy Number):</b> 0.966</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000894,0.98749219430734,1017,CDK2,NCI-H1869,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1869</br><b>log2(Copy Number):</b> 0.987</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-002125,1.1311881390976382,1017,CDK2,H2461,Lung Cancer,lung,mesothelioma,</br><b>Cell Line:</b> H2461</br><b>log2(Copy Number):</b> 1.131</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000477,1.0499870637169673,1017,CDK2,Malme-3M,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> Malme-3M</br><b>log2(Copy Number):</b> 1.050</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000509,1.0273641906045752,1017,CDK2,HuT 78,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> HuT 78</br><b>log2(Copy Number):</b> 1.027</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-001410,0.9538873478084042,1017,CDK2,UM-UC-4,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> UM-UC-4</br><b>log2(Copy Number):</b> 0.954</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
ACH-000140,0.9778339440272478,1017,CDK2,Pfeiffer,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> Pfeiffer</br><b>log2(Copy Number):</b> 0.978</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-001283,1.3370407379343376,1017,CDK2,TC-106,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> TC-106</br><b>log2(Copy Number):</b> 1.337</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000209,1.032457083431451,1017,CDK2,SNU-1079,Bile Duct Cancer,bile_duct,cholangiocarcinoma,</br><b>Cell Line:</b> SNU-1079</br><b>log2(Copy Number):</b> 1.032</br><b>Lineage:</b> bile_duct</br><b>Disease:</b> Bile Duct Cancer
ACH-000042,1.0474051221739191,1017,CDK2,Panc 02.03,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> Panc 02.03</br><b>log2(Copy Number):</b> 1.047</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000955,0.9935101629660864,1017,CDK2,SNU-407,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> SNU-407</br><b>log2(Copy Number):</b> 0.994</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000944,0.9927015549468038,1017,CDK2,"NAMALWA",Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> NAMALWA</br><b>log2(Copy Number):</b> 0.993</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000718,1.0282431535509695,1017,CDK2,NCI-H2291,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H2291</br><b>log2(Copy Number):</b> 1.028</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000582,1.0371667461663447,1017,CDK2,COLO 741,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> COLO 741</br><b>log2(Copy Number):</b> 1.037</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000434,0.9725997442007558,1017,CDK2,NCI-H1915,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1915</br><b>log2(Copy Number):</b> 0.973</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000466,0.8155049050010288,1017,CDK2,SNU-216,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> SNU-216</br><b>log2(Copy Number):</b> 0.816</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000641,0.9018030569423594,1017,CDK2,CMK,Leukemia,blood,AML,</br><b>Cell Line:</b> CMK</br><b>log2(Copy Number):</b> 0.902</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000756,0.9763245102518228,1017,CDK2,GI-1,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> GI-1</br><b>log2(Copy Number):</b> 0.976</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-001175,1.0824280560811077,1017,CDK2,RCC-4,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> RCC-4</br><b>log2(Copy Number):</b> 1.082</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-000378,0.9499764961370772,1017,CDK2,NCI-H647,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H647</br><b>log2(Copy Number):</b> 0.950</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000911,0.9304787425067328,1017,CDK2,NUGC-3,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> NUGC-3</br><b>log2(Copy Number):</b> 0.930</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000609,1.0308576057373653,1017,CDK2,SF126,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> SF126</br><b>log2(Copy Number):</b> 1.031</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000543,0.9105981278620786,1017,CDK2,SNU-489,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> SNU-489</br><b>log2(Copy Number):</b> 0.911</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000168,0.9841391563368286,1017,CDK2,NOMO-1,Leukemia,blood,AML,</br><b>Cell Line:</b> NOMO-1</br><b>log2(Copy Number):</b> 0.984</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-002105,0.9366438035410868,1017,CDK2,ES4,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> ES4</br><b>log2(Copy Number):</b> 0.937</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-001401,0.997188245349849,1017,CDK2,SW-13,Adrenal Cancer,adrenal_cortex,adrenal_carcinoma,</br><b>Cell Line:</b> SW-13</br><b>log2(Copy Number):</b> 0.997</br><b>Lineage:</b> adrenal_cortex</br><b>Disease:</b> Adrenal Cancer
ACH-000233,0.9916194832148786,1017,CDK2,DEL,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> DEL</br><b>log2(Copy Number):</b> 0.992</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000556,1.0543994568173034,1017,CDK2,SIHA,Cervical Cancer,cervix,cervical_carcinoma,</br><b>Cell Line:</b> SIHA</br><b>log2(Copy Number):</b> 1.054</br><b>Lineage:</b> cervix</br><b>Disease:</b> Cervical Cancer
ACH-000968,1.0888218795714149,1017,CDK2,COLO 792,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> COLO 792</br><b>log2(Copy Number):</b> 1.089</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-001518,0.9972501257287364,1017,CDK2,HEC-116,Endometrial/Uterine Cancer,uterus,endometrial_adenocarcinoma,</br><b>Cell Line:</b> HEC-116</br><b>log2(Copy Number):</b> 0.997</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000424,1.1126653434655551,1017,CDK2,TC-71,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> TC-71</br><b>log2(Copy Number):</b> 1.113</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000007,0.9636093626319376,1017,CDK2,LS513,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> LS513</br><b>log2(Copy Number):</b> 0.964</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000826,0.8555893246911068,1017,CDK2,CAL-12T,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> CAL-12T</br><b>log2(Copy Number):</b> 0.856</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000850,1.005359742637156,1017,CDK2,Hs 698.T,Fibroblast,fibroblast,fibroblast_colorectal,</br><b>Cell Line:</b> Hs 698.T</br><b>log2(Copy Number):</b> 1.005</br><b>Lineage:</b> fibroblast</br><b>Disease:</b> Fibroblast
ACH-001701,1.232455448539218,1017,CDK2,UPCI-SCC-200,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> UPCI-SCC-200</br><b>log2(Copy Number):</b> 1.232</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000576,0.9838558519105858,1017,CDK2,KMS-27,Myeloma,plasma_cell,multiple_myeloma,</br><b>Cell Line:</b> KMS-27</br><b>log2(Copy Number):</b> 0.984</br><b>Lineage:</b> plasma_cell</br><b>Disease:</b> Myeloma
ACH-000664,0.9363176750800758,1017,CDK2,SU-DHL-1,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> SU-DHL-1</br><b>log2(Copy Number):</b> 0.936</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000338,0.9123919696749936,1017,CDK2,SR-786,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> SR-786</br><b>log2(Copy Number):</b> 0.912</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000307,1.0893141892423372,1017,CDK2,PK-1,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> PK-1</br><b>log2(Copy Number):</b> 1.089</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000995,1.0145471098134045,1017,CDK2,JURKAT,Leukemia,blood,ALL,</br><b>Cell Line:</b> JURKAT</br><b>log2(Copy Number):</b> 1.015</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-001207,1.000250285877922,1017,CDK2,TIG-3 TD,Fibroblast,fibroblast,fibroblast_lung,</br><b>Cell Line:</b> TIG-3 TD</br><b>log2(Copy Number):</b> 1.000</br><b>Lineage:</b> fibroblast</br><b>Disease:</b> Fibroblast
ACH-002278,0.9369461293286488,1017,CDK2,NB10,Neuroblastoma,peripheral_nervous_system,neuroblastoma,</br><b>Cell Line:</b> NB10</br><b>log2(Copy Number):</b> 0.937</br><b>Lineage:</b> peripheral_nervous_system</br><b>Disease:</b> Neuroblastoma
ACH-002373,0.9981362054605905,1017,CDK2,HCC1187BL,Unknown,unknown,NA,</br><b>Cell Line:</b> HCC1187BL</br><b>log2(Copy Number):</b> 0.998</br><b>Lineage:</b> unknown</br><b>Disease:</b> Unknown
ACH-000162,1.0007541970326224,1017,CDK2,GA-10,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> GA-10</br><b>log2(Copy Number):</b> 1.001</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-002357,0.9996615397111814,1017,CDK2,LB771PBL,Unknown,unknown,NA,</br><b>Cell Line:</b> LB771PBL</br><b>log2(Copy Number):</b> 1.000</br><b>Lineage:</b> unknown</br><b>Disease:</b> Unknown
ACH-002002,1.066731849734072,1017,CDK2,A375 SKIN CJ2,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> A375 SKIN CJ2</br><b>log2(Copy Number):</b> 1.067</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-002301,1.2426917171312368,1017,CDK2,RF-48,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> RF-48</br><b>log2(Copy Number):</b> 1.243</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-001228,1.028160585535002,1017,CDK2,NA,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> NA</br><b>log2(Copy Number):</b> 1.028</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000302,0.9270874973022676,1017,CDK2,SNU-1077,Endometrial/Uterine Cancer,uterus,mullerian_carcinoma,</br><b>Cell Line:</b> SNU-1077</br><b>log2(Copy Number):</b> 0.927</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-001035,1.0285959026798293,1017,CDK2,CHLA-99,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> CHLA-99</br><b>log2(Copy Number):</b> 1.029</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000779,0.9905655512772696,1017,CDK2,NA,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NA</br><b>log2(Copy Number):</b> 0.991</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000502,1.155139988931722,1017,CDK2,TCC-PAN2,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> TCC-PAN2</br><b>log2(Copy Number):</b> 1.155</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-002168,1.0526950384671985,1017,CDK2,NCC021,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> NCC021</br><b>log2(Copy Number):</b> 1.053</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-002207,1.1014380614829071,1017,CDK2,WM35,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> WM35</br><b>log2(Copy Number):</b> 1.101</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-001638,1.0334612633910183,1017,CDK2,RC-K8,Lymphoma,lymphocyte,lymphoma_unspecified,</br><b>Cell Line:</b> RC-K8</br><b>log2(Copy Number):</b> 1.033</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000727,0.9439019444524004,1017,CDK2,NCI-H2066,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H2066</br><b>log2(Copy Number):</b> 0.944</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000287,0.9976429286399282,1017,CDK2,NU-DUL-1,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> NU-DUL-1</br><b>log2(Copy Number):</b> 0.998</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000476,1.124505220214881,1017,CDK2,JHH-4,Liver Cancer,liver,hepatocellular_carcinoma,</br><b>Cell Line:</b> JHH-4</br><b>log2(Copy Number):</b> 1.125</br><b>Lineage:</b> liver</br><b>Disease:</b> Liver Cancer
ACH-000639,1.037607746402784,1017,CDK2,NCI-H211,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H211</br><b>log2(Copy Number):</b> 1.038</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-001388,1.2703879211950926,1017,CDK2,SUM-102PT,Breast Cancer,breast,breast_carcinoma,</br><b>Cell Line:</b> SUM-102PT</br><b>log2(Copy Number):</b> 1.270</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000501,1.0107804797848428,1017,CDK2,LS123,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> LS123</br><b>log2(Copy Number):</b> 1.011</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-002236,0.9986960897712164,1017,CDK2,EB-3,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> EB-3</br><b>log2(Copy Number):</b> 0.999</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
